number,season,episode,airdate,title,tvmaze link
425,6,48,10 Jul 14,"Elimination Challenge: Dave Verhuel","https://www.tvmaze.com/episodes/216520/masterchef-australia-6x48-elimination-challenge-dave-verhuel"
426,6,49,13 Jul 14,"Mystery Box: Heston Blumenthal & Invention Test","https://www.tvmaze.com/episodes/216521/masterchef-australia-6x49-mystery-box-heston-blumenthal-invention-test"
427,6,50,14 Jul 14,"Pressure Test: Beetroot Risotto","https://www.tvmaze.com/episodes/216522/masterchef-australia-6x50-pressure-test-beetroot-risotto"
428,6,51,15 Jul 14,"Offsite Challenge","https://www.tvmaze.com/episodes/216523/masterchef-australia-6x51-offsite-challenge"
429,6,52,16 Jul 14,"Elimination Challenge: Five Senses","https://www.tvmaze.com/episodes/216524/masterchef-australia-6x52-elimination-challenge-five-senses"
430,6,53,17 Jul 14,"Sudden Death Elimination Challenge","https://www.tvmaze.com/episodes/216525/masterchef-australia-6x53-sudden-death-elimination-challenge"
431,6,54,20 Jul 14,"Mystery Box Challenge","https://www.tvmaze.com/episodes/216526/masterchef-australia-6x54-mystery-box-challenge"
432,6,55,21 Jul 14,"Invention Test","https://www.tvmaze.com/episodes/216527/masterchef-australia-6x55-invention-test"
433,6,56,22 Jul 14,"Duel Challenge Over Three Rounds","https://www.tvmaze.com/episodes/216528/masterchef-australia-6x56-duel-challenge-over-three-rounds"
434,6,57,23 Jul 14,"Service Challenge: Vue de Monde","https://www.tvmaze.com/episodes/216529/masterchef-australia-6x57-service-challenge-vue-de-monde"
435,6,58,24 Jul 14,"Pressure Test","https://www.tvmaze.com/episodes/216530/masterchef-australia-6x58-pressure-test"
436,6,59,27 Jul 14,"MasterChef 2014 Semi Final","https://www.tvmaze.com/episodes/216531/masterchef-australia-6x59-masterchef-2014-semi-final"
438,6,60,28 Jul 14,"MasterChef 2014 Grand Finale","https://www.tvmaze.com/episodes/216532/masterchef-australia-6x60-masterchef-2014-grand-finale"
